CV1,CV2,free energy (kJ/mol)
2.52,0.515,inf
2.58,0.515,inf
2.64,0.515,inf
2.7,0.515,inf
2.76,0.515,inf
2.82,0.515,inf
2.88,0.515,inf
2.94,0.515,inf
3.0,0.515,inf
-3.0,0.5315,39.8804
-2.94,0.5315,30.2559
-2.88,0.5315,24.0833
-2.82,0.5315,21.095
-2.76,0.5315,19.8848
-2.7,0.5315,16.3684
-2.64,0.5315,13.0245
-2.58,0.5315,9.3112
-2.52,0.5315,4.8165
-2.46,0.5315,1.0382
-2.4,0.5315,-1.7409
-2.34,0.5315,-3.592
-2.28,0.5315,-4.6444
-2.22,0.5315,-4.9314
-2.16,0.5315,-4.5191
-2.1,0.5315,-3.5329
-2.04,0.5315,-2.1161
-1.98,0.5315,-0.463
-1.92,0.5315,1.2149
-1.86,0.5315,2.8995
-1.8,0.5315,4.6714
-1.74,0.5315,6.8319
-1.68,0.5315,9.3556
-1.62,0.5315,11.5579
-1.56,0.5315,13.0506
-1.5,0.5315,14.5016
-1.44,0.5315,16.3377
-1.38,0.5315,17.0663
-1.32,0.5315,19.7197
-1.26,0.5315,25.6148
-1.2,0.5315,30.5485
-1.14,0.5315,30.4819
-1.08,0.5315,33.8389
-1.02,0.5315,40.3266
-0.96,0.5315,43.4053
-0.9,0.5315,44.7117
-0.84,0.5315,49.5458
-0.78,0.5315,57.8356
-0.72,0.5315,66.3893
-0.66,0.5315,69.9969
-0.6,0.5315,76.0349
-0.54,0.5315,85.007
-0.48,0.5315,130.3914
-0.42,0.5315,135.2057
-0.36,0.5315,143.6118
-0.3,0.5315,inf
-0.24,0.5315,inf
-0.18,0.5315,inf
-0.12,0.5315,inf
-0.06,0.5315,inf
-0.0,0.5315,inf
0.06,0.5315,inf
0.12,0.5315,inf
0.18,0.5315,inf
0.24,0.5315,inf
0.3,0.5315,inf
0.36,0.5315,inf
0.42,0.5315,inf
0.48,0.5315,inf
0.54,0.5315,inf
0.6,0.5315,inf
0.66,0.5315,inf
0.72,0.5315,inf
0.78,0.5315,inf
0.84,0.5315,inf
0.9,0.5315,inf
0.96,0.5315,inf
1.02,0.5315,inf
1.08,0.5315,inf
1.14,0.5315,inf
1.2,0.5315,inf
1.26,0.5315,inf
1.32,0.5315,inf
1.38,0.5315,inf
1.44,0.5315,inf
1.5,0.5315,inf
1.56,0.5315,inf
1.62,0.5315,inf
1.68,0.5315,inf
1.74,0.5315,inf
1.8,0.5315,inf
1.86,0.5315,inf
1.92,0.5315,inf
1.98,0.5315,inf
2.04,0.5315,inf
2.1,0.5315,inf
2.16,0.5315,inf
2.22,0.5315,inf
2.28,0.5315,inf
2.34,0.5315,inf
2.4,0.5315,inf
2.46,0.5315,inf
2.52,0.5315,inf
2.58,0.5315,inf
2.64,0.5315,inf
2.7,0.5315,inf
2.76,0.5315,inf
2.82,0.5315,inf
2.88,0.5315,inf
2.94,0.5315,inf
3.0,0.5315,inf
-3.0,0.548,39.1995
-2.94,0.548,29.5837
-2.88,0.548,23.433
-2.82,0.548,20.4791
-2.76,0.548,19.2367
-2.7,0.548,15.7362
-2.64,0.548,12.3707
-2.58,0.548,8.4562
-2.52,0.548,3.8986
-2.46,0.548,0.1174
-2.4,0.548,-2.668
-2.34,0.548,-4.5284
-2.28,0.548,-5.5876
-2.22,0.548,-5.8761
-2.16,0.548,-5.4699
-2.1,0.548,-4.5146
-2.04,0.548,-3.143
-1.98,0.548,-1.5207
-1.92,0.548,0.1432
-1.86,0.548,1.7991
-1.8,0.548,3.5283
-1.74,0.548,5.6891
-1.68,0.548,8.2094
-1.62,0.548,10.4005
-1.56,0.548,11.9521
-1.5,0.548,13.4895
-1.44,0.548,15.2942
-1.38,0.548,15.9474
-1.32,0.548,18.5841
-1.26,0.548,24.4041
-1.2,0.548,28.3237
-1.14,0.548,28.2523
-1.08,0.548,31.6132
-1.02,0.548,38.0067
-0.96,0.548,40.5615
-0.9,0.548,41.8593
-0.84,0.548,46.692
-0.78,0.548,54.9913
-0.72,0.548,63.7427
-0.66,0.548,67.263
-0.6,0.548,73.1876
-0.54,0.548,82.0424
-0.48,0.548,104.6099
-0.42,0.548,109.4066
-0.36,0.548,101.9797
-0.3,0.548,93.1512
-0.24,0.548,87.9111
-0.18,0.548,86.2628
-0.12,0.548,88.2063
-0.06,0.548,93.7417
-0.0,0.548,inf
0.06,0.548,inf
0.12,0.548,inf
0.18,0.548,inf
0.24,0.548,inf
0.3,0.548,inf
0.36,0.548,inf
0.42,0.548,inf
0.48,0.548,inf
0.54,0.548,inf
0.6,0.548,inf
0.66,0.548,inf
0.72,0.548,inf
0.78,0.548,inf
0.84,0.548,inf
0.9,0.548,inf
0.96,0.548,inf
1.02,0.548,inf
1.08,0.548,inf
1.14,0.548,inf
1.2,0.548,inf
1.26,0.548,inf
1.32,0.548,inf
1.38,0.548,inf
1.44,0.548,inf
1.5,0.548,inf
1.56,0.548,inf
1.62,0.548,inf
1.68,0.548,inf
1.74,0.548,inf
1.8,0.548,inf
1.86,0.548,inf
1.92,0.548,inf
1.98,0.548,inf
2.04,0.548,inf
2.1,0.548,inf
2.16,0.548,inf
2.22,0.548,inf
2.28,0.548,inf
2.34,0.548,inf
2.4,0.548,inf
2.46,0.548,inf
2.52,0.548,inf
2.58,0.548,inf
2.64,0.548,inf
2.7,0.548,inf
2.76,0.548,inf
2.82,0.548,inf
2.88,0.548,inf
2.94,0.548,inf
3.0,0.548,inf
-3.0,0.5645,38.7896
-2.94,0.5645,29.1815
-2.88,0.5645,23.0498
-2.82,0.5645,20.1217
-2.76,0.5645,18.8114
-2.7,0.5645,15.3046
-2.64,0.5645,11.9187
-2.58,0.5645,7.8039
-2.52,0.5645,3.1942
-2.46,0.5645,-0.5885
-2.4,0.5645,-3.3844
-2.34,0.5645,-5.2561
-2.28,0.5645,-6.3233
-2.22,0.5645,-6.6154
-2.16,0.5645,-6.2176
-2.1,0.5645,-5.2963
-2.04,0.5645,-3.972
-1.98,0.5645,-2.3818
-1.92,0.5645,-0.7333
-1.86,0.5645,0.8914
-1.8,0.5645,2.5794
-1.74,0.5645,4.7345
-1.68,0.5645,7.2421
-1.62,0.5645,9.4268
-1.56,0.5645,11.0323
-1.5,0.5645,12.6397
-1.44,0.5645,14.4393
-1.38,0.5645,15.0809
-1.32,0.5645,17.7069
-1.26,0.5645,23.4104
-1.2,0.5645,26.2883
-1.14,0.5645,26.2201
-1.08,0.5645,29.562
-1.02,0.5645,35.7867
-0.96,0.5645,37.9685
-0.9,0.5645,39.2746
-0.84,0.5645,44.0796
-0.78,0.5645,51.214
-0.72,0.5645,54.7328
-0.66,0.5645,57.8808
-0.6,0.5645,62.401
-0.54,0.5645,69.6286
-0.48,0.5645,76.762
-0.42,0.5645,78.5201
-0.36,0.5645,78.7886
-0.3,0.5645,77.508
-0.24,0.5645,78.5017
-0.18,0.5645,81.5547
-0.12,0.5645,84.3047
-0.06,0.5645,84.6445
-0.0,0.5645,85.6535
0.06,0.5645,90.0324
0.12,0.5645,98.0031
0.18,0.5645,inf
0.24,0.5645,inf
0.3,0.5645,inf
0.36,0.5645,inf
0.42,0.5645,inf
0.48,0.5645,inf
0.54,0.5645,inf
0.6,0.5645,inf
0.66,0.5645,inf
0.72,0.5645,inf
0.78,0.5645,inf
0.84,0.5645,inf
0.9,0.5645,inf
0.96,0.5645,inf
1.02,0.5645,inf
1.08,0.5645,inf
1.14,0.5645,inf
1.2,0.5645,inf
1.26,0.5645,inf
1.32,0.5645,inf
1.38,0.5645,inf
1.44,0.5645,inf
1.5,0.5645,inf
1.56,0.5645,inf
1.62,0.5645,inf
1.68,0.5645,inf
1.74,0.5645,inf
1.8,0.5645,inf
1.86,0.5645,inf
1.92,0.5645,inf
1.98,0.5645,inf
2.04,0.5645,inf
2.1,0.5645,inf
2.16,0.5645,inf
2.22,0.5645,inf
2.28,0.5645,inf
2.34,0.5645,inf
2.4,0.5645,inf
2.46,0.5645,inf
2.52,0.5645,inf
2.58,0.5645,inf
2.64,0.5645,inf
2.7,0.5645,inf
2.76,0.5645,inf
2.82,0.5645,inf
2.88,0.5645,inf
2.94,0.5645,inf
3.0,0.5645,inf
-3.0,0.581,38.6509
-2.94,0.581,29.0495
-2.88,0.581,22.9341
-2.82,0.581,20.0223
-2.76,0.581,18.6037
-2.7,0.581,15.061
-2.64,0.581,11.6527
-2.58,0.581,7.3471
-2.52,0.581,2.6998
-2.46,0.581,-1.0819
-2.4,0.581,-3.8924
-2.34,0.581,-5.7774
-2.28,0.581,-6.8538
-2.22,0.581,-7.1523
-2.16,0.581,-6.7661
-2.1,0.581,-5.8821
-2.04,0.581,-4.6074
-1.98,0.581,-3.0505
-1.92,0.581,-1.419
-1.86,0.581,0.1733
-1.8,0.581,1.8219
-1.74,0.581,3.9642
-1.68,0.581,6.4503
-1.62,0.581,8.6314
-1.56,0.581,10.2882
-1.5,0.581,11.9535
-1.44,0.581,13.7698
-1.38,0.581,14.4606
-1.32,0.581,17.0803
-1.26,0.581,22.6077
-1.2,0.581,24.5262
-1.14,0.581,24.4776
-1.08,0.581,27.8081
-1.02,0.581,33.872
-0.96,0.581,35.6592
-0.9,0.581,36.9648
-0.84,0.581,41.7603
-0.78,0.581,48.6084
-0.72,0.581,51.7419
-0.66,0.581,54.7884
-0.6,0.581,57.3481
-0.54,0.581,54.4376
-0.48,0.581,51.1953
-0.42,0.581,50.6566
-0.36,0.581,53.5175
-0.3,0.581,59.819
-0.24,0.581,71.9275
-0.18,0.581,78.2576
-0.12,0.581,80.3082
-0.06,0.581,80.6653
-0.0,0.581,82.2207
0.06,0.581,86.8933
0.12,0.581,95.1427
0.18,0.581,inf
0.24,0.581,inf
0.3,0.581,inf
0.36,0.581,inf
0.42,0.581,inf
0.48,0.581,inf
0.54,0.581,inf
0.6,0.581,inf
0.66,0.581,inf
0.72,0.581,inf
0.78,0.581,inf
0.84,0.581,inf
0.9,0.581,inf
0.96,0.581,inf
1.02,0.581,inf
1.08,0.581,inf
1.14,0.581,inf
1.2,0.581,inf
1.26,0.581,inf
1.32,0.581,inf
1.38,0.581,inf
1.44,0.581,inf
1.5,0.581,inf
1.56,0.581,inf
1.62,0.581,inf
1.68,0.581,inf
1.74,0.581,inf
1.8,0.581,inf
1.86,0.581,inf
1.92,0.581,inf
1.98,0.581,inf
2.04,0.581,inf
2.1,0.581,inf
2.16,0.581,inf
2.22,0.581,inf
2.28,0.581,inf
2.34,0.581,inf
2.4,0.581,inf
2.46,0.581,inf
2.52,0.581,inf
2.58,0.581,inf
2.64,0.581,inf
2.7,0.581,inf
2.76,0.581,inf
2.82,0.581,inf
2.88,0.581,inf
2.94,0.581,inf
3.0,0.581,inf
-3.0,0.5975,38.7833
-2.94,0.5975,29.1878
-2.88,0.5975,23.0862
-2.82,0.5975,20.1802
-2.76,0.5975,18.6089
-2.7,0.5975,14.9947
-2.64,0.5975,11.5571
-2.58,0.5975,7.0795
-2.52,0.5975,2.412
-2.46,0.5975,-1.3651
-2.4,0.5975,-4.1942
-2.34,0.5975,-6.0946
-2.28,0.5975,-7.1819
-2.22,0.5975,-7.4902
-2.16,0.5975,-7.1192
-2.1,0.5975,-6.2762
-2.04,0.5975,-5.0535
-1.98,0.5975,-3.5314
-1.92,0.5975,-1.918
-1.86,0.5975,-0.3581
-1.8,0.5975,1.2533
-1.74,0.5975,3.3753
-1.68,0.5975,5.8303
-1.62,0.5975,8.0069
-1.56,0.5975,9.7148
-1.5,0.5975,11.4311
-1.44,0.5975,13.2782
-1.38,0.5975,14.0752
-1.32,0.5975,16.6904
-1.26,0.5975,21.952
-1.2,0.5975,22.9716
-1.14,0.5975,22.9542
-1.08,0.5975,26.2584
-1.02,0.5975,31.9098
-0.96,0.5975,33.254
-0.9,0.5975,34.7375
-0.84,0.5975,39.6004
-0.78,0.5975,46.205
-0.72,0.5975,48.9975
-0.66,0.5975,51.9723
-0.6,0.5975,54.1384
-0.54,0.5975,51.2849
-0.48,0.5975,48.1962
-0.42,0.5975,47.6965
-0.36,0.5975,50.5586
-0.3,0.5975,56.8114
-0.24,0.5975,66.4279
-0.18,0.5975,67.5374
-0.12,0.5975,69.2519
-0.06,0.5975,73.5371
-0.0,0.5975,78.6754
0.06,0.5975,83.7769
0.12,0.5975,91.0325
0.18,0.5975,101.3898
0.24,0.5975,inf
0.3,0.5975,inf
0.36,0.5975,inf
0.42,0.5975,inf
0.48,0.5975,inf
0.54,0.5975,inf
0.6,0.5975,inf
0.66,0.5975,inf
0.72,0.5975,inf
0.78,0.5975,inf
0.84,0.5975,inf
0.9,0.5975,inf
0.96,0.5975,inf
1.02,0.5975,inf
1.08,0.5975,inf
1.14,0.5975,inf
1.2,0.5975,inf
1.26,0.5975,inf
1.32,0.5975,inf
1.38,0.5975,inf
1.44,0.5975,inf
1.5,0.5975,inf
1.56,0.5975,inf
1.62,0.5975,inf
1.68,0.5975,inf
1.74,0.5975,inf
1.8,0.5975,inf
1.86,0.5975,inf
1.92,0.5975,inf
1.98,0.5975,inf
2.04,0.5975,inf
2.1,0.5975,inf
2.16,0.5975,inf
2.22,0.5975,inf
2.28,0.5975,inf
2.34,0.5975,inf
2.4,0.5975,inf
2.46,0.5975,inf
2.52,0.5975,inf
2.58,0.5975,inf
2.64,0.5975,inf
2.7,0.5975,inf
2.76,0.5975,inf
2.82,0.5975,inf
2.88,0.5975,inf
2.94,0.5975,inf
3.0,0.5975,inf
-3.0,0.614,39.1871
-2.94,0.614,29.5966
-2.88,0.614,23.5063
-2.82,0.614,20.5947
-2.76,0.614,18.824
-2.7,0.614,15.0979
-2.64,0.614,11.6177
-2.58,0.614,6.9969
-2.52,0.614,2.3282
-2.46,0.614,-1.4403
-2.4,0.614,-4.2915
-2.34,0.614,-6.2099
-2.28,0.614,-7.3102
-2.22,0.614,-7.6324
-2.16,0.614,-7.2811
-2.1,0.614,-6.4825
-2.04,0.614,-5.3146
-1.98,0.614,-3.8293
-1.92,0.614,-2.2346
-1.86,0.614,-0.7053
-1.8,0.614,0.8716
-1.74,0.614,2.965
-1.68,0.614,5.3778
-1.62,0.614,7.5444
-1.56,0.614,9.3044
-1.5,0.614,11.0703
-1.44,0.614,12.9509
-1.38,0.614,13.9029
-1.32,0.614,16.5074
-1.26,0.614,21.3487
-1.2,0.614,21.5905
-1.14,0.614,21.6299
-1.08,0.614,24.9
-1.02,0.614,30.186
-0.96,0.614,31.2779
-0.9,0.614,32.8347
-0.84,0.614,37.5169
-0.78,0.614,43.2013
-0.72,0.614,46.3191
-0.66,0.614,49.426
-0.6,0.614,51.3762
-0.54,0.614,48.5286
-0.48,0.614,45.499
-0.42,0.614,45.009
-0.36,0.614,47.8528
-0.3,0.614,53.8046
-0.24,0.614,57.0705
-0.18,0.614,56.6742
-0.12,0.614,57.5488
-0.06,0.614,61.019
-0.0,0.614,66.8534
0.06,0.614,68.2683
0.12,0.614,69.973
0.18,0.614,75.0772
0.24,0.614,83.4199
0.3,0.614,94.2623
0.36,0.614,97.598
0.42,0.614,97.0971
0.48,0.614,100.1879
0.54,0.614,106.8706
0.6,0.614,inf
0.66,0.614,inf
0.72,0.614,inf
0.78,0.614,inf
0.84,0.614,inf
0.9,0.614,inf
0.96,0.614,inf
1.02,0.614,inf
1.08,0.614,inf
1.14,0.614,inf
1.2,0.614,inf
1.26,0.614,inf
1.32,0.614,inf
1.38,0.614,inf
1.44,0.614,inf
1.5,0.614,inf
1.56,0.614,inf
1.62,0.614,inf
1.68,0.614,inf
1.74,0.614,inf
1.8,0.614,inf
1.86,0.614,inf
1.92,0.614,inf
1.98,0.614,inf
2.04,0.614,inf
2.1,0.614,inf
2.16,0.614,inf
2.22,0.614,inf
2.28,0.614,inf
2.34,0.614,inf
2.4,0.614,inf
2.46,0.614,inf
2.52,0.614,inf
2.58,0.614,inf
2.64,0.614,inf
2.7,0.614,inf
2.76,0.614,inf
2.82,0.614,inf
2.88,0.614,inf
2.94,0.614,inf
3.0,0.614,inf
-3.0,0.6305,39.862
-2.94,0.6305,30.2759
-2.88,0.6305,24.1946
-2.82,0.6305,21.2645
-2.76,0.6305,19.2465
-2.7,0.6305,15.3649
-2.64,0.6305,11.8235
-2.58,0.6305,7.0975
-2.52,0.6305,2.4467
-2.46,0.6305,-1.3092
-2.4,0.6305,-4.1861
-2.34,0.6305,-6.1253
-2.28,0.6305,-7.2414
-2.22,0.6305,-7.5821
-2.16,0.6305,-7.2553
-2.1,0.6305,-6.5049
-2.04,0.6305,-5.3945
-1.98,0.6305,-3.9484
-1.92,0.6305,-2.373
-1.86,0.6305,-0.8708
-1.8,0.6305,0.6752
-1.74,0.6305,2.7311
-1.68,0.6305,5.088
-1.62,0.6305,7.234
-1.56,0.6305,9.0457
-1.5,0.6305,10.8637
-1.44,0.6305,12.766
-1.38,0.6305,13.904
-1.32,0.6305,16.4739
-1.26,0.6305,20.6978
-1.2,0.6305,20.3513
-1.14,0.6305,20.467
-1.08,0.6305,23.6863
-1.02,0.6305,28.5278
-0.96,0.6305,29.4289
-0.9,0.6305,31.0615
-0.84,0.6305,35.6067
-0.78,0.6305,40.8373
-0.72,0.6305,44.0227
-0.66,0.6305,47.1345
-0.6,0.6305,48.9159
-0.54,0.6305,46.0658
-0.48,0.6305,43.0836
-0.42,0.6305,42.6042
-0.36,0.6305,45.4434
-0.3,0.6305,51.3088
-0.24,0.6305,54.1026
-0.18,0.6305,53.6776
-0.12,0.6305,54.4814
-0.06,0.6305,57.7285
-0.0,0.6305,62.5451
0.06,0.6305,63.8622
0.12,0.6305,64.8982
0.18,0.6305,67.8149
0.24,0.6305,72.3817
0.3,0.6305,79.5394
0.36,0.6305,93.4262
0.42,0.6305,93.4854
0.48,0.6305,96.0675
0.54,0.6305,101.8017
0.6,0.6305,111.3763
0.66,0.6305,inf
0.72,0.6305,inf
0.78,0.6305,inf
0.84,0.6305,inf
0.9,0.6305,inf
0.96,0.6305,inf
1.02,0.6305,inf
1.08,0.6305,inf
1.14,0.6305,inf
1.2,0.6305,inf
1.26,0.6305,inf
1.32,0.6305,inf
1.38,0.6305,inf
1.44,0.6305,inf
1.5,0.6305,inf
1.56,0.6305,inf
1.62,0.6305,inf
1.68,0.6305,inf
1.74,0.6305,inf
1.8,0.6305,inf
1.86,0.6305,inf
1.92,0.6305,inf
1.98,0.6305,inf
2.04,0.6305,inf
2.1,0.6305,inf
2.16,0.6305,inf
2.22,0.6305,inf
2.28,0.6305,inf
2.34,0.6305,inf
2.4,0.6305,inf
2.46,0.6305,inf
2.52,0.6305,inf
2.58,0.6305,inf
2.64,0.6305,inf
2.7,0.6305,inf
2.76,0.6305,inf
2.82,0.6305,inf
2.88,0.6305,inf
2.94,0.6305,inf
3.0,0.6305,inf
-3.0,0.647,40.8084
-2.94,0.647,31.226
-2.88,0.647,25.1512
-2.82,0.647,22.1881
-2.76,0.647,19.8743
-2.7,0.647,15.7917
-2.64,0.647,12.1674
-2.58,0.647,7.3823
-2.52,0.647,2.7671
-2.46,0.647,-0.9729
-2.4,0.647,-3.8793
-2.34,0.647,-5.8426
-2.28,0.647,-6.9779
-2.22,0.647,-7.3423
-2.16,0.647,-7.045
-2.1,0.647,-6.3463
-2.04,0.647,-5.2964
-1.98,0.647,-3.8925
-1.92,0.647,-2.3365
-1.86,0.647,-0.8568
-1.8,0.647,0.6627
-1.74,0.647,2.6713
-1.68,0.647,4.9557
-1.62,0.647,7.0659
-1.56,0.647,8.9247
-1.5,0.647,10.797
-1.44,0.647,12.6918
-1.38,0.647,14.0108
-1.32,0.647,16.4851
-1.26,0.647,19.8972
-1.2,0.647,19.2159
-1.14,0.647,19.4283
-1.08,0.647,22.5774
-1.02,0.647,26.9309
-0.96,0.647,27.7428
-0.9,0.647,29.4814
-0.84,0.647,33.8576
-0.78,0.647,38.6439
-0.72,0.647,41.9558
-0.66,0.647,45.0862
-0.6,0.647,46.6904
-0.54,0.647,43.8647
-0.48,0.647,40.9374
-0.42,0.647,40.4686
-0.36,0.647,43.2988
-0.3,0.647,49.0509
-0.24,0.647,51.3689
-0.18,0.647,50.9341
-0.12,0.647,51.6677
-0.06,0.647,54.639
-0.0,0.647,58.9837
0.06,0.647,60.575
0.12,0.647,61.2299
0.18,0.647,62.841
0.24,0.647,66.1891
0.3,0.647,72.525
0.36,0.647,84.615
0.42,0.647,88.5857
0.48,0.647,92.3531
0.54,0.647,89.9985
0.6,0.647,83.6235
0.66,0.647,80.5862
0.72,0.647,81.1342
0.78,0.647,85.2738
0.84,0.647,93.0053
0.9,0.647,inf
0.96,0.647,inf
1.02,0.647,inf
1.08,0.647,inf
1.14,0.647,inf
1.2,0.647,inf
1.26,0.647,inf
1.32,0.647,inf
1.38,0.647,inf
1.44,0.647,inf
1.5,0.647,inf
1.56,0.647,inf
1.62,0.647,inf
1.68,0.647,inf
1.74,0.647,inf
1.8,0.647,inf
1.86,0.647,inf
1.92,0.647,inf
1.98,0.647,inf
2.04,0.647,inf
2.1,0.647,inf
2.16,0.647,inf
2.22,0.647,inf
2.28,0.647,inf
2.34,0.647,inf
2.4,0.647,inf
2.46,0.647,inf
2.52,0.647,inf
2.58,0.647,inf
2.64,0.647,inf
2.7,0.647,inf
2.76,0.647,inf
2.82,0.647,inf
2.88,0.647,inf
2.94,0.647,inf
3.0,0.647,inf
-3.0,0.6635,42.0261
-2.94,0.6635,32.4468
-2.88,0.6635,26.3761
-2.82,0.6635,23.3638
-2.76,0.6635,20.7046
-2.7,0.6635,16.3737
-2.64,0.6635,12.6471
-2.58,0.6635,7.8548
-2.52,0.6635,3.29
-2.46,0.6635,-0.4326
-2.4,0.6635,-3.3719
-2.34,0.6635,-5.3634
-2.28,0.6635,-6.522
-2.22,0.6635,-6.9151
-2.16,0.6635,-6.6526
-2.1,0.6635,-6.0087
-2.04,0.6635,-5.0224
-1.98,0.6635,-3.6641
-1.92,0.6635,-2.1282
-1.86,0.6635,-0.6652
-1.8,0.6635,0.8326
-1.74,0.6635,2.7835
-1.68,0.6635,4.9761
-1.62,0.6635,7.0327
-1.56,0.6635,8.9277
-1.5,0.6635,10.8488
-1.44,0.6635,12.6864
-1.38,0.6635,14.1218
-1.32,0.6635,16.3878
-1.26,0.6635,18.9211
-1.2,0.6635,18.1576
-1.14,0.6635,18.4807
-1.08,0.6635,21.5439
-1.02,0.6635,25.4028
-0.96,0.6635,26.1723
-0.9,0.6635,28.0068
-0.84,0.6635,32.1629
-0.78,0.6635,36.5975
-0.72,0.6635,40.1304
-0.66,0.6635,43.3058
-0.6,0.6635,44.728
-0.54,0.6635,41.9298
-0.48,0.6635,39.0601
-0.42,0.6635,38.6029
-0.36,0.6635,41.4238
-0.3,0.6635,47.0559
-0.24,0.6635,48.9567
-0.18,0.6635,48.5049
-0.12,0.6635,49.2061
-0.06,0.6635,52.0923
-0.0,0.6635,56.2042
0.06,0.6635,57.6047
0.12,0.6635,57.8512
0.18,0.6635,58.7287
0.24,0.6635,61.1538
0.3,0.6635,65.0744
0.36,0.6635,66.3153
0.42,0.6635,66.7911
0.48,0.6635,69.6594
0.54,0.6635,74.6424
0.6,0.6635,79.4809
0.66,0.6635,77.4819
0.72,0.6635,78.0361
0.78,0.6635,82.1751
0.84,0.6635,89.7986
0.9,0.6635,97.8883
0.96,0.6635,101.7126
1.02,0.6635,109.1288
1.08,0.6635,inf
1.14,0.6635,inf
1.2,0.6635,inf
1.26,0.6635,inf
1.32,0.6635,inf
1.38,0.6635,inf
1.44,0.6635,inf
1.5,0.6635,inf
1.56,0.6635,inf
1.62,0.6635,inf
1.68,0.6635,inf
1.74,0.6635,inf
1.8,0.6635,inf
1.86,0.6635,inf
1.92,0.6635,inf
1.98,0.6635,inf
2.04,0.6635,inf
2.1,0.6635,inf
2.16,0.6635,inf
2.22,0.6635,inf
2.28,0.6635,inf
2.34,0.6635,inf
2.4,0.6635,inf
2.46,0.6635,inf
2.52,0.6635,inf
2.58,0.6635,inf
2.64,0.6635,inf
2.7,0.6635,inf
2.76,0.6635,inf
2.82,0.6635,inf
2.88,0.6635,inf
2.94,0.6635,inf
3.0,0.6635,inf
-3.0,0.68,43.5152
-2.94,0.68,33.9384
-2.88,0.68,27.8694
-2.82,0.68,24.7892
-2.76,0.68,21.7321
-2.7,0.68,17.1046
-2.64,0.68,13.2639
-2.58,0.68,8.5199
-2.52,0.68,4.0171
-2.46,0.68,0.311
-2.4,0.68,-2.6651
-2.34,0.68,-4.6889
-2.28,0.68,-5.8754
-2.22,0.68,-6.3022
-2.16,0.68,-6.0794
-2.1,0.68,-5.4932
-2.04,0.68,-4.5732
-1.98,0.68,-3.2642
-1.92,0.68,-1.7499
-1.86,0.68,-0.2981
-1.8,0.68,1.1834
-1.74,0.68,3.0654
-1.68,0.68,5.1455
-1.62,0.68,7.1313
-1.56,0.68,9.0441
-1.5,0.68,10.9904
-1.44,0.68,12.703
-1.38,0.68,14.1261
-1.32,0.68,16.0533
-1.26,0.68,17.8461
-1.2,0.68,17.1772
-1.14,0.68,17.6125
-1.08,0.68,20.5819
-1.02,0.68,23.9755
-0.96,0.68,24.7099
-0.9,0.68,26.6041
-0.84,0.68,30.5115
-0.78,0.68,34.7138
-0.72,0.68,38.5299
-0.66,0.68,41.7731
-0.6,0.68,43.0143
-0.54,0.68,40.2584
-0.48,0.68,37.4512
-0.42,0.68,37.0063
-0.36,0.68,39.8152
-0.3,0.68,45.3027
-0.24,0.68,46.7959
-0.18,0.68,46.3092
-0.12,0.68,46.9577
-0.06,0.68,49.7414
-0.0,0.68,53.5757
0.06,0.68,54.8019
0.12,0.68,54.9805
0.18,0.68,55.7217
0.24,0.68,57.8219
0.3,0.68,60.6862
0.36,0.68,62.3197
0.42,0.68,63.298
0.48,0.68,65.5471
0.54,0.68,64.515
0.6,0.68,62.0915
0.66,0.68,62.9977
0.72,0.68,67.4185
0.78,0.68,75.1243
0.84,0.68,86.916
0.9,0.68,93.0923
0.96,0.68,95.3253
1.02,0.68,100.7099
1.08,0.68,109.5579
1.14,0.68,inf
1.2,0.68,inf
1.26,0.68,inf
1.32,0.68,inf
1.38,0.68,inf
1.44,0.68,inf
1.5,0.68,inf
1.56,0.68,inf
1.62,0.68,inf
1.68,0.68,inf
1.74,0.68,inf
1.8,0.68,inf
1.86,0.68,inf
1.92,0.68,inf
1.98,0.68,inf
2.04,0.68,inf
2.1,0.68,inf
2.16,0.68,inf
2.22,0.68,inf
2.28,0.68,inf
2.34,0.68,inf
2.4,0.68,inf
2.46,0.68,inf
2.52,0.68,inf
2.58,0.68,inf
2.64,0.68,inf
2.7,0.68,inf
2.76,0.68,inf
2.82,0.68,inf
2.88,0.68,inf
2.94,0.68,inf
3.0,0.68,inf
-3.0,0.6965,45.2757
-2.94,0.6965,35.701
-2.88,0.6965,29.6309
-2.82,0.6965,26.4608
-2.76,0.6965,22.9472
-2.7,0.6965,17.9773
-2.64,0.6965,14.0225
-2.58,0.6965,9.3834
-2.52,0.6965,4.9507
-2.46,0.6965,1.257
-2.4,0.6965,-1.7602
-2.34,0.6965,-3.8205
-2.28,0.6965,-5.0394
-2.22,0.6965,-5.5042
-2.16,0.6965,-5.3255
-2.1,0.6965,-4.7995
-2.04,0.6965,-3.948
-1.98,0.6965,-2.6923
-1.92,0.6965,-1.2024
-1.86,0.6965,0.2425
-1.8,0.6965,1.7126
-1.74,0.6965,3.5148
-1.68,0.6965,5.4624
-1.62,0.6965,7.3634
-1.56,0.6965,9.2683
-1.5,0.6965,11.1875
-1.44,0.6965,12.7023
-1.38,0.6965,13.9674
-1.32,0.6965,15.4843
-1.26,0.6965,16.7776
-1.2,0.6965,16.2912
-1.14,0.6965,16.8342
-1.08,0.6965,19.7125
-1.02,0.6965,22.688
-0.96,0.6965,23.3653
-0.9,0.6965,25.263
